"Id","AddedDatetimeOffset","Owner Key","Division ID","DivID","Division Name","LoadNum","Ship Date","Mode","Fresh Frozen","StopCount","Origin Location","Origin City","Origin State","Origin Postal","Origin Lat","Origin Long","Destination Location","Destination City","Destination State","Destination Postal","Destination Lat","Destination Long","Miles","Handling Units","Total Weight","Carrier","RG Low Cost Carrier","Rate Source","Service Level","Freight Cost","Accessorial Cost","Total Cost","Low Cost Total","Benchmark Total","Cleansed Total Weight"
"600","2026-04-05 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100599","2026-04-05","Intermodal","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","25","40304","Royal Coachlines","Storybook Shipping","Contract","Standard","861","106.95","967.95","803.06","917.72","38000"
"601","2026-04-08 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100600","2026-04-08","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","23","23700","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Expedited","1751.04","194.22","1945.26","1961.73","1830.45","23700"
"602","2026-04-10 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100601","2026-04-10","LTL","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","21","30096","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Expedited","1093.11","90.22","1183.33","1194.64","1149.61","30096"
"603","2026-04-10 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100602","2026-04-10","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","25","34691","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Expedited","844.6","41.41","886.01","903.52","891.97","34691"
"604","2026-04-07 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100603","2026-04-07","Intermodal","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","23","33484","Genie Express Logistics","Genie Express Logistics","Spot","Standard","1040.43","117.07","1157.5","1134.39","1086.83","33484"
"605","2026-04-08 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100604","2026-04-08","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","24","24470","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Standard","922.5","125.59","1048.09","1040.4","1019.45","24470"
"606","2026-04-06 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100605","2026-04-06","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","20","39395","Pumpkin Carriage Carriers","Storybook Shipping","Contract","Standard","1703.16","224.99","1928.15","1553.78","1940.32","39395"
"607","2026-04-18 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100606","2026-04-18","Intermodal","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","19","36675","Storybook Shipping","Storybook Shipping","Contract","Expedited","1853.64","186.54","2040.18","2031.96","2006.34","36675"
"608","2026-04-18 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100607","2026-04-18","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","19","41663","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Contract","Standard","766.7","80.83","847.53","859.99","842.32","38000"
"609","2026-04-14 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100608","2026-04-14","Intermodal","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","23","39481","Storybook Shipping","Storybook Shipping","Contract","Expedited","777.03","57.55","834.58","827.64","793.21","39481"
"610","2026-04-18 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100609","2026-04-18","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","21","21866","Royal Coachlines","Royal Coachlines","Contract","Expedited","906.1","133.11","1039.21","1053.52","1116.68","21866"
"611","2026-04-18 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100610","2026-04-18","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","19","34101","Storybook Shipping","Storybook Shipping","Spot","Expedited","1145.79","100.98","1246.77","1241.66","1322.91","34101"
"612","2026-04-20 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100611","2026-04-20","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","24","21230","Genie Express Logistics","Genie Express Logistics","Spot","Standard","1061.9","154.1","1216","1200.99","1198.16","21230"
"613","2026-04-25 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100612","2026-04-25","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","23","24345","Royal Coachlines","Royal Coachlines","Contract","Expedited","1185.3","76.41","1261.71","1250.31","1204.75","24345"
"614","2026-04-22 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100613","2026-04-22","LTL","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","19","37349","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Expedited","803.6","98.48","902.08","916.74","964.95","37349"
"615","2026-04-23 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100614","2026-04-23","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","18","40242","Genie Express Logistics","Genie Express Logistics","Spot","Expedited","1014.09","42.82","1056.91","1040.51","1092.3","38000"
"616","2026-04-29 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100615","2026-04-29","Intermodal","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","24","41729","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Contract","Expedited","1088.72","66.44","1155.16","1136","1072.49","38000"
"617","2026-04-30 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100616","2026-04-30","LTL","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","26","25038","Beast Freight Co","Beast Freight Co","Spot","Expedited","758.5","28.61","787.11","777.84","849.91","25038"
"618","2026-04-27 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100617","2026-04-27","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","19","23312","Pumpkin Carriage Carriers","Magic Carpet Hauling","Contract","Standard","1123.84","162.15","1285.99","928.37","1215.69","23312"
"619","2026-04-27 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100618","2026-04-27","LTL","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","20","41099","Genie Express Logistics","Genie Express Logistics","Spot","Standard","1285.92","186.96","1472.88","1496.6","1489.88","38000"
"620","2026-05-02 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100619","2026-05-02","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","18","24955","Magic Carpet Hauling","Magic Carpet Hauling","Spot","Expedited","1477.44","66.88","1544.32","1514.5","1527.44","24955"
"621","2026-05-01 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100620","2026-05-01","Intermodal","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","20","40150","Genie Express Logistics","Genie Express Logistics","Spot","Standard","1119.45","36.86","1156.31","1178.3","1212.04","38000"
"622","2026-05-09 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100621","2026-05-09","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","26","40396","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Expedited","873.3","51.73","925.03","939.36","854.2","38000"
"623","2026-05-05 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100622","2026-05-05","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","19","32052","Fairy Godmother Transport","Royal Coachlines","Spot","Standard","1504.8","80.05","1584.85","1179.31","1526.63","32052"
"624","2026-05-07 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100623","2026-05-07","LTL","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","18","28088","Beast Freight Co","Beast Freight Co","Contract","Standard","807.7","43.38","851.08","843.25","863.2","28088"
"625","2026-05-09 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100624","2026-05-09","Intermodal","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","19","43552","Magic Carpet Hauling","Magic Carpet Hauling","Contract","Expedited","1040.43","34.56","1074.99","1062.55","1088.92","38000"
"626","2026-05-10 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100625","2026-05-10","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","26","40331","Fairy Godmother Transport","Fairy Godmother Transport","Contract","Standard","926.29","52.26","978.55","996.41","974.36","38000"
"627","2026-05-06 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100626","2026-05-06","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","19","29426","Pumpkin Carriage Carriers","Magic Carpet Hauling","Spot","Standard","1730.52","170.06","1900.58","1617.19","1792.02","29426"
"628","2026-05-17 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100627","2026-05-17","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","26","29192","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Contract","Standard","774.9","47.95","822.85","824.78","823.4","29192"
"629","2026-05-11 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100628","2026-05-11","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","18","39074","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Expedited","1675.8","147.95","1823.75","1857.52","1778.5","39074"
"630","2026-05-12 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100629","2026-05-12","LTL","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","23","25635","Storybook Shipping","Storybook Shipping","Spot","Standard","1586.88","131.75","1718.63","1686.25","1850.81","25635"
"631","2026-05-14 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100630","2026-05-14","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","24","24949","Beast Freight Co","Beast Freight Co","Contract","Standard","1097.5","68.76","1166.26","1179.29","1158.49","24949"
"632","2026-05-15 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100631","2026-05-15","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","24","35589","Beast Freight Co","Beast Freight Co","Spot","Expedited","1025","140.41","1165.41","1146.32","1216.24","35589"
"633","2026-05-16 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100632","2026-05-16","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","21","25954","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Standard","1027.26","131.72","1158.98","1144.44","1170.45","25954"
"634","2026-05-19 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100633","2026-05-19","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","19","32484","Magic Carpet Hauling","Magic Carpet Hauling","Contract","Expedited","1306.44","148.93","1455.37","1461.93","1499.5","32484"
"635","2026-05-21 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100634","2026-05-21","Intermodal","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","22","25389","Storybook Shipping","Storybook Shipping","Contract","Standard","996.3","124.88","1121.18","1133.28","1035.55","25389"
"636","2026-05-20 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100635","2026-05-20","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","23","40991","Genie Express Logistics","Genie Express Logistics","Spot","Standard","844.6","86.47","931.07","935.96","979.76","38000"
"637","2026-05-21 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100636","2026-05-21","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","25","34407","Beast Freight Co","Beast Freight Co","Contract","Standard","1573.2","51.77","1624.97","1649.62","1733.84","34407"
"638","2026-05-24 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100637","2026-05-24","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","21","28266","Beast Freight Co","Beast Freight Co","Contract","Standard","1559.52","168.53","1728.05","1737.7","1712.62","28266"
"639","2026-05-18 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100638","2026-05-18","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","19","38069","Enchanted Wheels Trucking","Pumpkin Carriage Carriers","Spot","Standard","918.4","81.01","999.41","890.55","942.33","38069"
"640","2026-05-26 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100639","2026-05-26","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","19","38675","Beast Freight Co","Beast Freight Co","Spot","Standard","1053.6","115.54","1169.14","1180.35","1244.59","38675"
"641","2026-05-31 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100640","2026-05-31","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","23","40492","Magic Carpet Hauling","Magic Carpet Hauling","Spot","Expedited","1504.8","165.79","1670.59","1664.82","1637.89","38000"
"642","2026-05-31 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100641","2026-05-31","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","25","39639","Royal Coachlines","Royal Coachlines","Contract","Standard","955.3","88.77","1044.07","1045.21","1080.98","39639"
"643","2026-05-27 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100642","2026-05-27","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","21","27028","Magic Carpet Hauling","Magic Carpet Hauling","Contract","Standard","1751.04","176.58","1927.62","1943.11","1936.62","27028"
"644","2026-05-30 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100643","2026-05-30","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","20","22941","Magic Carpet Hauling","Magic Carpet Hauling","Contract","Standard","1737.36","194.5","1931.86","1968.98","2080.29","22941"
"645","2026-05-25 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100644","2026-05-25","LTL","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","23","28299","Fairy Godmother Transport","Fairy Godmother Transport","Contract","Expedited","1696.32","129.24","1825.56","1860.65","1736.28","28299"
"646","2026-06-04 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100645","2026-06-04","LTL","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","22","39950","Beast Freight Co","Beast Freight Co","Contract","Standard","794.59","23.89","818.48","826.05","868.55","39950"
"647","2026-06-01 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100646","2026-06-01","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","25","38399","Enchanted Wheels Trucking","Storybook Shipping","Spot","Expedited","1716.84","132.94","1849.78","1567.85","1967.48","38399"
"648","2026-06-07 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100647","2026-06-07","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","25","39082","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Contract","Standard","1258.56","124.58","1383.14","1396.98","1290.62","39082"
"649","2026-06-06 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100648","2026-06-06","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","19","27877","Royal Coachlines","Royal Coachlines","Contract","Expedited","1185.3","175.06","1360.36","1383.55","1346.37","27877"
"650","2026-06-03 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100649","2026-06-03","Intermodal","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","25","26534","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Contract","Expedited","971.7","130.89","1102.59","1109.92","1081.23","26534"
"651","2026-06-10 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100650","2026-06-10","Intermodal","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","18","28651","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Standard","885.6","131.26","1016.86","1034.94","1084.75","28651"
"652","2026-06-13 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100651","2026-06-13","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","24","37795","Royal Coachlines","Royal Coachlines","Spot","Expedited","965.8","103.56","1069.36","1087.72","1119.84","37795"
"653","2026-06-08 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100652","2026-06-08","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","23","30829","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Standard","1805.76","207.25","2013.01","2045.03","1995.19","30829"
"654","2026-06-15 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100653","2026-06-15","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","25","41278","Genie Express Logistics","Genie Express Logistics","Spot","Expedited","878","85.78","963.78","974.53","1021.49","38000"
"655","2026-06-15 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100654","2026-06-15","Intermodal","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","18","23954","Pumpkin Carriage Carriers","Customer Pickup Only","Contract","Expedited","847.27","33.53","880.8","654.05","819.04","23954"
"656","2026-06-21 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100655","2026-06-21","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","26","39935","Pumpkin Carriage Carriers","Genie Express Logistics","Spot","Standard","861","100.82","961.82","770.66","1006.15","39935"
"657","2026-06-15 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100656","2026-06-15","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","20","38827","Pumpkin Carriage Carriers","Beast Freight Co","Spot","Standard","1098.8","154.64","1253.44","906.47","1317.6","38827"
"658","2026-06-23 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100657","2026-06-23","LTL","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","18","27917","Beast Freight Co","Enchanted Wheels Trucking","Spot","Standard","816.54","30.37","846.91","653.17","842.1","27917"
"659","2026-06-22 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100658","2026-06-22","Intermodal","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","23","42210","Royal Coachlines","Royal Coachlines","Contract","Standard","895.56","52.71","948.27","954.34","1020.69","38000"
"660","2026-06-27 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100659","2026-06-27","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","19","28188","Beast Freight Co","Beast Freight Co","Contract","Standard","1207.25","167.43","1374.68","1372.65","1346.11","28188"
"661","2026-07-05 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100660","2026-07-05","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","25","26375","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Contract","Standard","910.2","55.58","965.78","978.37","925.3","26375"
"662","2026-07-02 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100661","2026-07-02","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","21","34312","Beast Freight Co","Beast Freight Co","Contract","Standard","1005.31","136.21","1141.52","1128.79","1085.5","34312"
"663","2026-06-29 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100662","2026-06-29","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","23","41399","Genie Express Logistics","Genie Express Logistics","Spot","Standard","1202.86","123.39","1326.25","1314.65","1376.87","38000"
"664","2026-07-12 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100663","2026-07-12","Truckload","Yellow","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","20","22619","Royal Coachlines","Customer Pickup Only","Spot","Standard","1115.06","107.83","1222.89","902.68","1151.7","22619"
"665","2026-07-12 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100664","2026-07-12","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","26","38915","Beast Freight Co","Fairy Godmother Transport","Spot","Expedited","1415.88","84.88","1500.76","1202.73","1593.34","38915"
"666","2026-07-10 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100665","2026-07-10","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Chicago, IL","Chicago","IL","","41.8781","-87.6298","410","19","25660","Pumpkin Carriage Carriers","Pumpkin Carriage Carriers","Spot","Expedited","824.1","57.46","881.56","892.63","879.68","25660"
"667","2026-07-18 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100666","2026-07-18","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","22","26778","Beast Freight Co","Beast Freight Co","Contract","Expedited","1079.94","129.08","1209.02","1223.07","1300.59","26778"
"668","2026-07-13 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100667","2026-07-13","Truckload","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","24","33222","Fairy Godmother Transport","Fairy Godmother Transport","Spot","Expedited","1040.43","109.8","1150.23","1153.95","1145.01","33222"
"669","2026-07-14 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100668","2026-07-14","Truckload","Blue","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Kansas City, MO","Kansas City","MO","","39.0997","-94.5786","439","19","21790","Pumpkin Carriage Carriers","Beast Freight Co","Spot","Standard","965.8","86.78","1052.58","945.39","1015.73","21790"
"670","2026-07-16 12:20:04","OWN-ARE","DIV3","3","Arendelle","L100669","2026-07-16","Intermodal","Green","2","Minneapolis, MN","Minneapolis","MN","","44.9778","-93.265","Louisville, KY","Louisville","KY","","38.2527","-85.7585","684","26","40923","Genie Express Logistics","Genie Express Logistics","Contract","Expedited","1258.56","129.96","1388.52","1412.79","1301.72","38000"
"671","2025-07-25 12:20:04","OWN-ATL","DIV4","4","Atlantica","L100670","2025-07-25","Truckload","Blue","2","Charleston, SC","Charleston","SC","","32.7765","-79.9311","Indianapolis, IN","Indianapolis","IN","","39.7684","-86.1581","750","19","29346","Beast Freight Co","Beast Freight Co","Contract","Expedited","2002.5","200.68","2203.18","2167.06","2115.12","29346"
"672","2025-07-24 12:20:04","OWN-ATL","DIV4","4","Atlantica","L100671","2025-07-24","Truckload","Green","2","Charleston, SC","Charleston","SC","","32.7765","-79.9311","Indianapolis, IN","Indianapolis","IN","","39.7684","-86.1581","750","24","24428","Enchanted Wheels Trucking","Enchanted Wheels Trucking","Spot","Expedited","1620","87.82","1707.82","1715.64","1761.52","24428"
"673","2025-07-21 12:20:04","OWN-ATL","DIV4","4","Atlantica","L100672","2025-07-21","LTL","Yellow","2","Charleston, SC","Charleston","SC","","32.7765","-79.9311","Columbus, OH","Columbus","OH","","39.9612","-82.9988","640","23","26081","Magic Carpet Hauling","Magic Carpet Hauling","Spot","Standard","1440","197.47","1637.47","1638.84","1596.6","26081"
"674","2025-07-31 12:20:04","OWN-ATL","DIV4","4","Atlantica","L100673","2025-07-31","Truckload","Green","2","Charleston, SC","Charleston","SC","","32.7765","-79.9311","Columbus, OH","Columbus","OH","","39.9612","-82.9988","640","20","43315","Beast Freight Co","Enchanted Wheels Trucking","Spot","Standard","1209.6","60.45","1270.05","928.32","1217.35","38000"
